order_id,source,date_purchased,shipping_type,payment_method,promo_value,restaurant_total,customer,shops_id,state,postal_code
47633730,iosapp,2019-03-15T15:42:39.000Z,Delivery,credit,0,17.54,6050822057,55935,NJ,7676
47635680,partner_button,2019-03-15T15:48:29.000Z,Delivery,credit,0,17.55,18329162081,31002,PA,18103
47637612,partner_website,2019-03-15T15:54:00.000Z,Delivery,credit,0,22.11,9318423122,32631,MA,2143
47639484,slicelife,2019-03-15T15:59:56.000Z,Delivery,cash,0,10.81,21986478161,42546,NJ,7724
47641635,partner_website,2019-03-15T16:07:16.000Z,Delivery,credit,0,28.63,14546584247,38316,NJ,8049
47646333,partner_website,2019-03-15T16:23:40.000Z,Delivery,credit,0,39.9,8032007072,31482,PA,18041
47646354,iosapp,2019-03-15T16:23:43.000Z,Pickup,credit,0,25.06,12083044496,48675,NE,68130
47648715,slicelife,2019-03-15T16:31:54.000Z,Delivery,credit,0,40.24,14533002836,34884,PA,19008
47651037,iosapp,2019-03-15T16:40:05.000Z,Delivery,credit,0,22.95,25298010434,14049,RI,2906
47657496,androidapp,2019-03-15T17:05:15.000Z,Pickup,credit,2,40.22,27249288500,3660,NJ,8872
47659395,iosapp,2019-03-15T17:12:54.000Z,Pickup,credit,0,20.49,28499199089,2970,CA,92672
47661264,iosapp,2019-03-15T17:19:58.000Z,Delivery,credit,0,44.32,13308737693,456,CA,94043
47661714,iosapp,2019-03-15T17:21:53.000Z,Delivery,credit,0,48.56,15295331096,33576,NY,10128
47662038,partner_website,2019-03-15T17:23:31.000Z,Delivery,credit,0,50.11,18076952300,56295,AZ,85335
47662437,partner_website,2019-03-15T17:25:14.000Z,Pickup,cash,0,42.62,6846991922,26310,TX,76034
47665443,iosapp,2019-03-15T17:39:44.000Z,Delivery,cash,0,12.99,16549651211,27141,PA,18045
47666412,slicelife,2019-03-15T17:44:48.000Z,Delivery,credit,0,31.34,25449991610,7497,CA,94513
47667567,iosapp,2019-03-15T17:50:57.000Z,Pickup,credit,3,3.37,12228770636,54513,FL,33317
47668512,partner_website,2019-03-15T17:56:10.000Z,Pickup,credit,0,28.19,25707187211,42399,NJ,8043
47668602,androidapp,2019-03-15T17:56:42.000Z,Delivery,credit,0,16.35,14530523012,19284,PA,19020
47670534,iosapp,2019-03-15T18:07:43.000Z,Delivery,cash,0,19.64,27261614612,34845,NY,10304
47673471,partner_website,2019-03-15T18:25:59.000Z,Delivery,credit,0,39.59,24566248205,12339,CA,91362
47673936,iosapp,2019-03-15T18:29:13.000Z,Delivery,credit,0,58.15,9317870423,8277,CA,90069
47675532,partner_website,2019-03-15T18:41:20.000Z,Delivery,cash,0,29.18,7464625622,25077,TN,37013
47675937,partner_website,2019-03-15T18:44:54.000Z,Pickup,credit,3,22.68,10807660133,31551,WA,98225
47676798,partner_website,2019-03-15T18:53:12.000Z,Delivery,credit,0,24.62,18459011585,7194,TN,37204
47677893,iosapp,2019-03-15T19:03:21.000Z,Delivery,credit,4,17.91,18310448258,27858,PA,19050
47679135,partner_website,2019-03-15T19:17:48.000Z,Delivery,credit,0,34.07,22045357952,29691,MI,48111
47679519,iosapp,2019-03-15T19:22:34.000Z,Delivery,credit,4,48.1,21491659643,24252,NY,14213
47680137,iosapp,2019-03-15T19:30:19.000Z,Pickup,credit,5,14.85,18908314892,33906,IL,60542
47680674,partner_website,2019-03-15T19:39:22.000Z,Delivery,credit,0,35.06,10424649359,4305,NY,11377
47680845,androidapp,2019-03-15T19:42:21.000Z,Delivery,credit,0,34.9,9429684380,34143,MO,63139
47681844,partner_website,2019-03-15T19:58:18.000Z,Delivery,cash,0,29.97,18582957935,4542,CA,92139
47684145,slicelife,2019-03-15T20:51:12.000Z,Delivery,credit,0,23.51,12170604389,39462,OK,73107
47689506,slicelife,2019-03-16T08:47:24.000Z,Pickup,credit,0,54.05,21505907120,33888,NY,14219
47689602,slicelife,2019-03-16T08:49:43.000Z,Delivery,credit,0,13.68,29219400710,5733,NJ,7080
47690151,slicelife,2019-03-16T09:02:18.000Z,Delivery,credit,0,26.58,9070175912,32946,DE,19963
47690340,partner_website,2019-03-16T09:05:58.000Z,Delivery,credit,0,23.48,21196137113,11628,GA,30720
47692482,partner_website,2019-03-16T09:41:03.000Z,Pickup,credit,0,31.77,12045737285,24606,MA,2539
47692608,partner_website,2019-03-16T09:42:59.000Z,Delivery,credit,0,55.61,18286763645,9969,NJ,8619
47693385,iosapp,2019-03-16T09:56:43.000Z,Pickup,credit,0,24.62,6476077820,13311,PA,19152
47694108,iosapp,2019-03-16T10:08:13.000Z,Delivery,credit,0,35.13,21728167136,36231,PA,15106
47694357,partner_website,2019-03-16T10:12:02.000Z,Pickup,credit,0,21.18,25423099973,2298,MD,21230
47694756,iosapp,2019-03-16T10:18:00.000Z,Pickup,credit,0,22.17,27098571230,39486,TX,75455
47697507,partner_website,2019-03-16T11:02:41.000Z,Pickup,credit,0,46.49,13214667788,21738,OH,44026
47697546,partner_website,2019-03-16T11:03:15.000Z,Delivery,cash,0,26.35,15487045754,37425,NY,11553
47698767,iosapp,2019-03-16T11:22:20.000Z,Delivery,credit,0,26.51,27519187025,29484,NJ,7023
47701389,slicelife,2019-03-16T12:06:27.000Z,Delivery,cash,0,30.69,23591565686,13992,FL,33176
47703618,partner_website,2019-03-16T12:39:13.000Z,Delivery,credit,0,32.58,18282976745,29448,NJ,8270
47704011,partner_website,2019-03-16T12:45:19.000Z,Pickup,cash,0,19.73,27592731677,18309,NC,27606
47705703,iosapp,2019-03-16T13:06:25.000Z,Delivery,credit,0,57.13,27588034877,23190,NC,27545
47707242,iosapp,2019-03-16T13:21:30.000Z,Delivery,credit,3,20.3,6433982897,7860,TX,75218
47711184,partner_button,2019-03-16T13:54:28.000Z,Delivery,credit,0,56.62,27431530502,34656,NJ,7450
47711442,partner_website,2019-03-16T13:56:29.000Z,Delivery,credit,0,41.48,9471247988,47454,MA,1085
47711457,iosapp,2019-03-16T13:56:32.000Z,Pickup,credit,0,7.7,23228672909,51801,MA,1760
47714835,iosapp,2019-03-16T14:17:36.000Z,Delivery,credit,0,28.99,18281679737,18177,NJ,8731
47716026,iosapp,2019-03-16T14:23:42.000Z,Delivery,credit,0,30.91,12371944976,36279,PA,16033
47716284,slicelife,2019-03-16T14:25:01.000Z,Delivery,cash,0,20.92,6196987925,27246,WA,98101
47716326,iosapp,2019-03-16T14:25:16.000Z,Delivery,credit,0,25,6474143480,32001,PA,18944
47716707,iosapp,2019-03-16T14:27:07.000Z,Delivery,cash,0,21.08,12310602329,17745,MD,21666
47717301,partner_website,2019-03-16T14:30:17.000Z,Pickup,cash,0,24.73,12269456687,32478,CA,94121
47720661,partner_website,2019-03-16T14:47:33.000Z,Delivery,credit,0,37.77,25296177650,26289,PA,17110
47722590,iosapp,2019-03-16T14:56:18.000Z,Delivery,credit,0,41.74,25825251191,20946,CT,6416
47723715,partner_website,2019-03-16T15:01:24.000Z,Delivery,cash,0,23.91,28248708620,33468,FL,33981
47724069,iosapp,2019-03-16T15:03:07.000Z,Pickup,credit,0,28.98,18534549845,5115,MA,2132
47726751,partner_website,2019-03-16T15:15:48.000Z,Pickup,credit,0,24.33,23441756543,36615,MA,2155
47731455,androidapp,2019-03-16T15:36:00.000Z,Delivery,credit,0,54.64,27265199258,3984,NJ,7719
47733171,partner_website,2019-03-16T15:43:24.000Z,Delivery,credit,0,75.52,6456598085,14160,PA,18966
47733492,partner_website,2019-03-16T15:44:49.000Z,Delivery,credit,0,49.57,29213069282,2862,PA,19148
47733888,androidapp,2019-03-16T15:46:26.000Z,Delivery,credit,0,32.65,17111097299,47283,PA,18466
47734188,partner_website,2019-03-16T15:47:33.000Z,Pickup,credit,0,25.15,29357331281,37818,MA,1468
47734545,slicelife,2019-03-16T15:49:05.000Z,Delivery,cash,0,19.23,6055587749,34728,NJ,7432
47735466,iosapp,2019-03-16T15:53:01.000Z,Delivery,credit,0,28.76,21415961495,12438,TX,77082
47737674,iosapp,2019-03-16T16:01:40.000Z,Delivery,credit,4,30.83,18218427206,68307,NY,13073
47740575,androidapp,2019-03-16T16:13:53.000Z,Delivery,credit,0,43.18,10426152584,486,NY,11220
47741460,iosapp,2019-03-16T16:17:42.000Z,Delivery,credit,0,38,21415961495,28179,TX,77079
47743116,partner_website,2019-03-16T16:24:59.000Z,Delivery,credit,0,0,13316267102,12879,MD,21117
47743704,partner_website,2019-03-16T16:27:29.000Z,Delivery,credit,0,0,13316267102,12879,MD,21117
47743875,partner_website,2019-03-16T16:28:11.000Z,Delivery,credit,0,0,13316267102,12879,MD,21117
47743998,partner_website,2019-03-16T16:28:40.000Z,Delivery,credit,0,20.23,13316267102,12879,MD,21117
47744088,iosapp,2019-03-16T16:29:03.000Z,Delivery,cash,0,26.81,15555074612,46539,NY,12831
47745312,partner_website,2019-03-16T16:34:33.000Z,Delivery,credit,0,34.6,18523811354,1950,MA,2143
47747307,iosapp,2019-03-16T16:43:21.000Z,Delivery,credit,0,49.4,25700216390,12804,NJ,8035
47748306,slicelife,2019-03-16T16:47:55.000Z,Delivery,credit,0,86.41,15324380219,28530,NY,10522
47749092,partner_website,2019-03-16T16:51:48.000Z,Pickup,credit,0,23.65,22209943466,46983,OH,43724
47749647,partner_website,2019-03-16T16:53:54.000Z,Delivery,credit,0,26.55,25421279366,2088,IL,60016
47751576,iosapp,2019-03-16T17:03:03.000Z,Delivery,credit,0,17.07,6478936301,5766,PA,19104
47752638,iosapp,2019-03-16T17:07:46.000Z,Delivery,credit,0,36.88,14547589790,34149,PA,19125
47753385,androidapp,2019-03-16T17:11:06.000Z,Delivery,credit,0,19.89,27594318980,55902,NC,27596
47755503,partner_website,2019-03-16T17:21:36.000Z,Delivery,cash,0,31.84,9178878854,13221,FL,33156
47755602,androidapp,2019-03-16T17:21:59.000Z,Delivery,credit,0,27.93,8018084900,43470,PA,19047
47758806,partner_website,2019-03-16T17:38:28.000Z,Delivery,credit,0,58.11,9315898730,27066,CA,91411
47760969,partner_website,2019-03-16T17:50:41.000Z,Delivery,credit,0,40.11,9171733352,11646,FL,33134
47764089,partner_button,2019-03-16T18:09:06.000Z,Pickup,credit,0,39.26,21432015902,47016,CA,92879
47766009,iosapp,2019-03-16T18:22:28.000Z,Delivery,credit,5,26.48,23208000383,14988,IL,60657
47766303,partner_website,2019-03-16T18:24:50.000Z,Pickup,credit,0,40.29,29148022649,44859,WI,54880
47767929,androidapp,2019-03-16T18:37:11.000Z,Delivery,credit,0,25.69,10435449893,66333,NY,10467
47768976,iosapp,2019-03-16T18:46:33.000Z,Delivery,credit,0,23.18,9434941115,6915,CO,80011
47769591,slicelife,2019-03-16T18:52:04.000Z,Delivery,credit,0,66.09,18576234617,2403,CA,91910
47771919,iosapp,2019-03-16T19:15:57.000Z,Delivery,credit,0,20.63,16867829024,5946,CA,90716
47772072,partner_website,2019-03-16T19:17:34.000Z,Delivery,credit,0,92.22,9696537968,12915,CA,94610
47776860,iosapp,2019-03-16T20:43:28.000Z,Delivery,credit,0,23.29,19852609157,6096,CA,91106
47778234,iosapp,2019-03-16T21:29:46.000Z,Pickup,cash,0,32.49,,38541,CA,92804
47778300,partner_website,2019-03-16T21:32:15.000Z,Delivery,cash,0,48.81,7464625622,25077,TN,37013
47780991,partner_website,2019-03-17T06:55:43.000Z,Delivery,credit,0,30.45,18322181834,29679,PA,18067
47780994,partner_website,2019-03-17T06:55:48.000Z,Delivery,credit,0,30.45,18322181834,29679,PA,18067
47780997,partner_website,2019-03-17T06:56:03.000Z,Delivery,credit,0,30.45,18322181834,29679,PA,18067
47781003,partner_website,2019-03-17T06:56:08.000Z,Delivery,credit,0,30.45,18322181834,29679,PA,18067
47781006,partner_website,2019-03-17T06:56:20.000Z,Delivery,credit,0,30.45,18322181834,29679,PA,18067
47781009,partner_website,2019-03-17T06:56:27.000Z,Delivery,credit,0,30.45,18322181834,29679,PA,18067
47781015,partner_website,2019-03-17T06:56:40.000Z,Delivery,credit,0,30.45,18322181834,29679,PA,18067
47781021,partner_website,2019-03-17T06:56:55.000Z,Delivery,credit,0,30.45,18322181834,29679,PA,18067
47781210,partner_website,2019-03-17T07:48:15.000Z,Delivery,credit,0,30.45,18322181834,29679,PA,18067
47781213,partner_website,2019-03-17T07:48:17.000Z,Delivery,credit,0,30.45,18322181834,29679,PA,18067
47781216,partner_website,2019-03-17T07:48:51.000Z,Delivery,credit,0,30.45,18322181834,29679,PA,18067
47781225,partner_website,2019-03-17T07:49:32.000Z,Delivery,credit,0,30.45,18322181834,29679,PA,18067
47787354,partner_website,2019-03-17T10:19:43.000Z,Delivery,credit,0,29.08,8036593070,14472,PA,19119
47788665,partner_website,2019-03-17T10:42:18.000Z,Delivery,credit,0,21.3,25687986230,15672,NJ,8021
47791809,slicelife,2019-03-17T11:31:55.000Z,Delivery,credit,0,23.32,29219400710,40359,NJ,8854
47795730,partner_website,2019-03-17T12:27:09.000Z,Delivery,credit,0,41.35,29349536000,53325,MA,1982
47796117,iosapp,2019-03-17T12:32:29.000Z,Delivery,credit,0,54.57,6046917776,46644,MD,21044
47796519,slicelife,2019-03-17T12:37:28.000Z,Delivery,credit,0,31.22,18320961125,46986,PA,19606
47796600,iosapp,2019-03-17T12:38:23.000Z,Delivery,credit,0,29.53,13308737693,456,CA,94043
47800788,iosapp,2019-03-17T13:25:08.000Z,Delivery,credit,0,57.95,21081461075,8823,NV,89129
47801010,iosapp,2019-03-17T13:27:33.000Z,Delivery,credit,0,57.95,21081461075,8823,NV,89129
47801181,iosapp,2019-03-17T13:29:22.000Z,Delivery,credit,0,57.95,21081461075,8823,NV,89129
47803254,partner_website,2019-03-17T13:47:02.000Z,Delivery,credit,0,31.46,15497014145,45924,NY,11768
47804382,partner_website,2019-03-17T13:56:39.000Z,Delivery,credit,0,17.47,18316750304,46833,PA,19342
47804439,iosapp,2019-03-17T13:57:05.000Z,Delivery,credit,0,29.68,23451302645,44073,MA,2026
47807163,partner_website,2019-03-17T14:17:51.000Z,Delivery,cash,0,17.85,15557803613,41739,NY,12972
47810046,iosapp,2019-03-17T14:36:44.000Z,Delivery,credit,0,39.45,24141945167,35274,GA,31313
